id,section,section_title,source_line,problem,status,disposition,evidence
E5,E,FEATURE ENGINEERING PROBLEMS,404,Features may not capture phase information.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E6,E,FEATURE ENGINEERING PROBLEMS,406,Features may not capture spatial dependencies.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E7,E,FEATURE ENGINEERING PROBLEMS,408,Features may not capture temporal dependencies.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E8,E,FEATURE ENGINEERING PROBLEMS,410,Features may not capture multi-mode interactions.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E9,E,FEATURE ENGINEERING PROBLEMS,412,Features may be sensitive to noise.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E10,E,FEATURE ENGINEERING PROBLEMS,414,Features may be sensitive to temperature.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E11,E,FEATURE ENGINEERING PROBLEMS,416,Features may be sensitive to coupling.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E12,E,FEATURE ENGINEERING PROBLEMS,418,Features may be sensitive to amplitude scaling.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E13,E,FEATURE ENGINEERING PROBLEMS,420,Features may not generalize to different structures.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E14,E,FEATURE ENGINEERING PROBLEMS,422,Feature selection may be manually chosen.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E15,E,FEATURE ENGINEERING PROBLEMS,424,No learned representation benchmark may exist.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
E16,E,FEATURE ENGINEERING PROBLEMS,426,No self-supervised representation benchmark may exist.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
F1,F,DATASET PROBLEMS,432,Training data may be too small.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F2,F,DATASET PROBLEMS,434,30 simulation cases is not enough for strong deep-learning claims.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F3,F,DATASET PROBLEMS,436,Defect locations may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F4,F,DATASET PROBLEMS,438,Defect types may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F5,F,DATASET PROBLEMS,440,Defect sizes may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F6,F,DATASET PROBLEMS,442,Defect orientations may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F7,F,DATASET PROBLEMS,444,Material properties may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F8,F,DATASET PROBLEMS,446,Layups may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F9,F,DATASET PROBLEMS,448,Panel geometries may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F10,F,DATASET PROBLEMS,450,Boundary conditions may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F11,F,DATASET PROBLEMS,452,Noise conditions may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F12,F,DATASET PROBLEMS,454,Temperature conditions may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F13,F,DATASET PROBLEMS,456,Loading conditions may be insufficiently diverse.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F14,F,DATASET PROBLEMS,458,Manufacturing variability may be missing.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F15,F,DATASET PROBLEMS,460,Hardware variability may be missing.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F16,F,DATASET PROBLEMS,462,Sensor placement variability may be missing.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F17,F,DATASET PROBLEMS,464,Defect placement may be unrealistically clean.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F18,F,DATASET PROBLEMS,466,Dataset may contain synthetic artifacts.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F19,F,DATASET PROBLEMS,468,Train/test leakage may occur through repeated structures.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F20,F,DATASET PROBLEMS,470,Train/test leakage may occur through repeated defect geometry.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F21,F,DATASET PROBLEMS,472,Train/test leakage may occur through repeated sensors.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F22,F,DATASET PROBLEMS,474,Random train/test splitting may overestimate generalization.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F23,F,DATASET PROBLEMS,476,Structure-level splitting may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F24,F,DATASET PROBLEMS,478,Defect-level splitting may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F25,F,DATASET PROBLEMS,480,Environment-level splitting may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F26,F,DATASET PROBLEMS,482,Material-level splitting may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F27,F,DATASET PROBLEMS,484,Geometry-level splitting may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F28,F,DATASET PROBLEMS,486,Frequency-level extrapolation should be tested.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F29,F,DATASET PROBLEMS,488,Unseen-location extrapolation should be tested.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F30,F,DATASET PROBLEMS,490,Unseen-defect-type generalization should be tested.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F31,F,DATASET PROBLEMS,492,Unseen-material generalization should be tested.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F32,F,DATASET PROBLEMS,494,Unseen-panel generalization should be tested.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F33,F,DATASET PROBLEMS,496,Unseen-temperature generalization should be tested.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F34,F,DATASET PROBLEMS,498,Long-term drift data may be missing.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F35,F,DATASET PROBLEMS,500,Real-world field data may be insufficient.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F36,F,DATASET PROBLEMS,502,Ground-truth labels may be noisy.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F37,F,DATASET PROBLEMS,504,Ground-truth defect boundaries may be uncertain.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F38,F,DATASET PROBLEMS,506,Real defect shape may not be precisely known.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F39,F,DATASET PROBLEMS,508,Class imbalance may occur.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F40,F,DATASET PROBLEMS,510,Healthy samples may dominate the dataset.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F41,F,DATASET PROBLEMS,512,Rare damage states may be underrepresented.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F42,F,DATASET PROBLEMS,514,"Severe damage may be easier than subtle damage, causing optimistic metrics.",partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F43,F,DATASET PROBLEMS,516,Public datasets may use different acquisition systems.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F44,F,DATASET PROBLEMS,518,Different datasets may use different coordinate systems.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F45,F,DATASET PROBLEMS,520,Different datasets may have different sampling rates.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F46,F,DATASET PROBLEMS,522,Different datasets may have different sensor layouts.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F47,F,DATASET PROBLEMS,524,Different datasets may have different excitation schemes.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F48,F,DATASET PROBLEMS,526,Different datasets may have different material layups.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
F49,F,DATASET PROBLEMS,528,Cross-dataset benchmark may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,scripts/generate_dataset.py; scripts/prepare_lmsd_dataset.py; docs/BENCHMARK_PROTOCOL.md
G1,G,REAL-WORLD DATA PROBLEMS,534,Sim-to-real gap.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G2,G,REAL-WORLD DATA PROBLEMS,536,Synthetic and real feature distributions may differ.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G3,G,REAL-WORLD DATA PROBLEMS,538,Real waveforms may contain unmodeled artifacts.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G4,G,REAL-WORLD DATA PROBLEMS,540,Real sensor transfer functions may differ.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G5,G,REAL-WORLD DATA PROBLEMS,542,Real environmental variation may dominate damage signal.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G6,G,REAL-WORLD DATA PROBLEMS,544,Real damage may differ from modeled damage.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G7,G,REAL-WORLD DATA PROBLEMS,546,Public dataset performance may not transfer to your hardware.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G8,G,REAL-WORLD DATA PROBLEMS,548,Your hardware data may not transfer to public datasets.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G9,G,REAL-WORLD DATA PROBLEMS,550,Domain adaptation may be required.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G10,G,REAL-WORLD DATA PROBLEMS,552,Domain adaptation itself can erase damage-sensitive information.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G11,G,REAL-WORLD DATA PROBLEMS,554,Domain adaptation may cause negative transfer.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G12,G,REAL-WORLD DATA PROBLEMS,556,No-label adaptation is difficult.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G13,G,REAL-WORLD DATA PROBLEMS,558,Few-shot adaptation may still overfit.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G14,G,REAL-WORLD DATA PROBLEMS,560,Cross-panel adaptation may fail.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G15,G,REAL-WORLD DATA PROBLEMS,562,Cross-material adaptation may fail.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G16,G,REAL-WORLD DATA PROBLEMS,564,Cross-layup adaptation may fail.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G17,G,REAL-WORLD DATA PROBLEMS,566,Cross-hardware adaptation may fail.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G18,G,REAL-WORLD DATA PROBLEMS,568,Cross-temperature adaptation may fail.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G19,G,REAL-WORLD DATA PROBLEMS,570,Cross-frequency adaptation may fail.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G20,G,REAL-WORLD DATA PROBLEMS,572,Time-varying domain drift may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G21,G,REAL-WORLD DATA PROBLEMS,574,Lifelong adaptation may be required.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G22,G,REAL-WORLD DATA PROBLEMS,576,Online adaptation may destabilize the model.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G23,G,REAL-WORLD DATA PROBLEMS,578,Catastrophic forgetting may occur during adaptation.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
G24,G,REAL-WORLD DATA PROBLEMS,580,Real-time calibration may be difficult.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/digital_twin/discrepancy.py; docs/MULTIFIDELITY.md
H1,H,MACHINE LEARNING MODEL PROBLEMS,586,Model architecture may be too simple.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H2,H,MACHINE LEARNING MODEL PROBLEMS,588,Model may overfit simulation data.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H3,H,MACHINE LEARNING MODEL PROBLEMS,590,Model may learn simulator shortcuts.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H4,H,MACHINE LEARNING MODEL PROBLEMS,592,Model may memorize sensor geometry.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H5,H,MACHINE LEARNING MODEL PROBLEMS,594,Model may memorize defect positions.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H6,H,MACHINE LEARNING MODEL PROBLEMS,596,Model may memorize noise patterns.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H7,H,MACHINE LEARNING MODEL PROBLEMS,598,Model may learn amplitude instead of damage.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H8,H,MACHINE LEARNING MODEL PROBLEMS,600,Model may rely on environmental artifacts.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H9,H,MACHINE LEARNING MODEL PROBLEMS,602,Model may not generalize spatially.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H10,H,MACHINE LEARNING MODEL PROBLEMS,604,Model may not generalize temporally.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H11,H,MACHINE LEARNING MODEL PROBLEMS,606,Model may not generalize across structures.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H12,H,MACHINE LEARNING MODEL PROBLEMS,608,Model may not generalize across materials.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H13,H,MACHINE LEARNING MODEL PROBLEMS,610,Model may not generalize across sensor layouts.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H14,H,MACHINE LEARNING MODEL PROBLEMS,612,Model may not generalize across acquisition systems.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H15,H,MACHINE LEARNING MODEL PROBLEMS,614,Model may not generalize to unseen defect types.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H16,H,MACHINE LEARNING MODEL PROBLEMS,616,Model may not generalize to unseen defect sizes.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H17,H,MACHINE LEARNING MODEL PROBLEMS,618,Model may not generalize to multiple defects.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H18,H,MACHINE LEARNING MODEL PROBLEMS,620,Model may not handle missing sensors.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H19,H,MACHINE LEARNING MODEL PROBLEMS,622,Model may not handle noisy channels.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H20,H,MACHINE LEARNING MODEL PROBLEMS,624,Model may not handle corrupted channels.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H21,H,MACHINE LEARNING MODEL PROBLEMS,626,Model may not handle sensor failures.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H22,H,MACHINE LEARNING MODEL PROBLEMS,628,Model may not handle unknown hardware.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H23,H,MACHINE LEARNING MODEL PROBLEMS,630,Model may not handle missing metadata.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H24,H,MACHINE LEARNING MODEL PROBLEMS,632,Model may not handle uncertain coordinates.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H25,H,MACHINE LEARNING MODEL PROBLEMS,634,Model may not represent spatial structure optimally.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H26,H,MACHINE LEARNING MODEL PROBLEMS,636,Model may not represent temporal structure optimally.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H27,H,MACHINE LEARNING MODEL PROBLEMS,638,Model may not represent frequency structure optimally.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H28,H,MACHINE LEARNING MODEL PROBLEMS,640,"Model may not combine spatial, temporal and spectral information.",partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H29,H,MACHINE LEARNING MODEL PROBLEMS,642,Model may require too much labeled data.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H30,H,MACHINE LEARNING MODEL PROBLEMS,644,Model may be too computationally expensive.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H31,H,MACHINE LEARNING MODEL PROBLEMS,646,Model may be too large for edge deployment.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H32,H,MACHINE LEARNING MODEL PROBLEMS,648,Model may be too slow for active planning.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
